-2.003215153478787869e-06,-3.884095967124176791e-08,-2.179177756985985865e-07,3.036447113050129709e-01,2.443460952792061214e+00,-5.834045576816559997e-02,-1.454589080009882456e-02,-4.886921905992183679e-01
-2.023559936684127258e-06,-3.889568486623122515e-08,-2.179585817888019618e-07,2.995377864115198463e-01,2.443460952792061214e+00,-5.755137636899704257e-02,-1.434915138956683461e-02,-4.886921905992107629e-01
-2.043904727966339152e-06,-3.895041004307675360e-08,-2.179993802615667594e-07,-5.730389348989807230e-01,2.442035772445206199e+00,1.101053654870729620e-01,2.743566350792468397e-02,-4.884071545298336869e-01
-2.064249526839700977e-06,-3.900513500641870075e-08,-2.180401727789921149e-07,-6.887379396336021919e-01,2.443458911687557578e+00,6.469179847967672370e-02,3.578601106909032326e-02,-2.356399495664729948e-01
-6.764016486428868491e-02,2.792481942144573598e-03,2.530516147308657371e-01,-5.065212476363187832e-01,2.350555071422394615e+00,-2.509242670200573233e-02,1.445516887263871564e-02,-1.743590000623806979e-01
-1.813850999880965986e-01,-2.982321312728572482e-02,5.488036289529638623e-01,-9.507241511196273809e-02,2.242594733931176698e+00,-1.221091762882332565e-01,-4.014898781970190761e-02,-6.013015651973196984e-02
-3.169905740972718822e-01,-8.313958395500899157e-02,9.371924192194670544e-01,6.137159483251473091e-01,1.965108378184914351e+00,-1.151874531240650867e-01,-1.977706221822823351e-01,-4.258212831801611031e-02
-3.805536599967173084e-01,-1.704209245180082211e-01,1.287631966538433925e+00,6.999999997342624125e-01,1.557997361635589995e+00,-6.582495197063054082e-02,-1.607904790076725710e-01,1.633666379022868931e-02
-4.286675887681428709e-01,-1.929065038650410180e-01,1.615568102655780658e+00,6.999999999999999556e-01,1.135582378322353536e+00,2.202629492938562583e-02,-1.379519364597827091e-01,-2.271164756644710181e-01
-4.286675887681428709e-01,-1.929065038650410180e-01,1.615568102655780658e+00,6.999999999999999556e-01,1.163160190536588923e+00,-1.446429461217301204e-01,4.777333128356171105e-02,3.623593247415872742e-01
-5.957148174604729451e-01,-7.257085496977108696e-03,2.210559465504685850e+00,6.999999999999999556e-01,3.341018693461665356e-01,8.726958710842613876e-02,-1.094382359161322343e-01,-6.682037386923411759e-02
-5.957148174604729451e-01,-7.257085496977108696e-03,2.210559465504685850e+00,6.999999999999999556e-01,3.467053008880764953e-01,-8.374639660454152867e-03,-5.715965343965720424e-03,1.416358675375470888e-01
-6.914956545243693409e-01,9.635354496408005121e-02,2.421536393219848371e+00,6.999999999999999556e-01,5.934906417596479827e-02,-1.658482737984945388e-02,-2.339310581020365154e-02,1.786092360447892879e-01
-8.138735215858966532e-01,1.646534194285230179e-01,2.612015442099831386e+00,6.999999999999999556e-01,-2.196451385487145358e-01,-1.408222704901834765e-01,2.454179377243184690e-02,2.252855090613592459e-01
-1.073926678247232092e+00,2.625494499245802360e-01,2.793371923451448247e+00,6.999999999999999556e-01,-5.020594726995869506e-01,1.289799536257600909e-01,-5.429280743474440563e-02,1.004118945399170570e-01
-1.073926678247232092e+00,2.625494499245802360e-01,2.793371923451448247e+00,6.999999999999999556e-01,-5.010532544264652000e-01,-2.583695590752776994e-03,-9.182982347623380726e-03,1.184302914187265188e-01
-1.205496006874516191e+00,3.076463878658608486e-01,2.811591563984881859e+00,6.999999999999999556e-01,-5.410365703653241543e-01,1.801134615280641782e-03,3.661188913170132508e-03,4.236128106641734448e-02
-1.333430356372204972e+00,3.637440833487440295e-01,2.745745530978234594e+00,6.999999999999999556e-01,-4.558390447466801887e-01,1.265359369011871404e-01,-5.979201345880214014e-02,9.116780894933640411e-02
-1.333430356372204972e+00,3.637440833487440295e-01,2.745745530978234594e+00,6.999999999999999556e-01,-4.656146789815733822e-01,-3.742759991711697154e-04,-6.702101369633339800e-04,6.548412837187100877e-03
-1.460280159277785428e+00,4.229886553513575453e-01,2.659171008019107330e+00,6.999999999999999556e-01,-3.482929025414134294e-01,7.207978546764026717e-03,1.250952373948499563e-02,-2.441204958771248101e-02
-1.574733039451045702e+00,5.047131434126636007e-01,2.565100377923112962e+00,6.999999999999999556e-01,-2.085537476969178960e-01,2.243818443521394812e-03,3.595340527397739017e-03,-4.072511144257395799e-02
-1.688237077389835417e+00,5.870459734629071002e-01,2.482664516941155419e+00,6.999999999999999556e-01,-8.518539785462665714e-02,7.720321867596968701e-03,9.480694281199131268e-03,-4.778135966983176885e-02
-1.790472081900756240e+00,6.831831857381611695e-01,2.417846077700397611e+00,6.999999999999999556e-01,1.888852235079080746e-02,2.970057820652183267e-03,3.452463078670864327e-03,-4.328123310420917136e-02
-1.892583088523178247e+00,7.791448190981515864e-01,2.378342549066346567e+00,6.999999999999999556e-01,8.604141256443517682e-02,3.240524423494317574e-03,3.717024116155709379e-03,-3.507999067080724842e-02
-1.991333281757815765e+00,8.787649706166289487e-01,2.360470840908427181e+00,6.999999999999999556e-01,1.229952584238536012e-01,1.150427091689554260e-03,1.055314982767230347e-03,-2.185250238564107050e-02
-2.090802520377312401e+00,9.771583282154724381e-01,2.363217390207556612e+00,6.999999999999999556e-01,1.400053074798029151e-01,1.010508318853213794e-01,-9.688884754376891895e-02,-2.800106149596004457e-02
-2.090802520377312401e+00,9.771583282154724381e-01,2.363217390207556612e+00,6.999999999999999556e-01,1.497295989683673223e-01,1.439188645480093953e-04,-2.424853035276619551e-05,-1.366566248213363366e-02
-2.191803128185060512e+00,1.073924162147866790e+00,2.379497647519096759e+00,6.999999999999999556e-01,1.376380279117949412e-01,-1.642818287015401779e-03,-2.029179464344110784e-03,-4.882470896495849644e-03
-2.296038258426076784e+00,1.167150323057416283e+00,2.402142782204959470e+00,6.999999999999999556e-01,1.028140654867670256e-01,-1.344783640631952437e-03,-1.740465194322693421e-03,6.433651312658383858e-03
-2.401783216562506595e+00,1.258683181776358628e+00,2.429139246614970826e+00,6.999999999999999556e-01,6.871557555787852212e-02,-1.634576501016837824e-03,-2.162792916978295565e-03,1.144791177091120105e-02
-2.509989765433294551e+00,1.347306435222498822e+00,2.454330273497457249e+00,6.999999999999999556e-01,3.548594459032770876e-02,-1.417294894181964082e-03,-2.040278606884049495e-03,1.251061149713761367e-02
-2.619939334861380420e+00,1.433700669750971768e+00,2.473938073912659963e+00,6.999999999999999556e-01,1.401524216976784629e-02,-8.011020632703313993e-04,-1.182737676717948716e-03,1.020573377413258598e-02
-2.730800415045230078e+00,1.519044161524458314e+00,2.486946856120746396e+00,6.999999999999999556e-01,-1.547223409516282127e-03,-5.978909147721367390e-04,-8.650562002574524456e-04,6.698458895633585541e-03
-2.842442025370293557e+00,1.603439249724307958e+00,2.493335870334476567e+00,6.999999999999999556e-01,-7.670091675124217356e-03,1.115343779997104434e-01,-8.461724812730553325e-02,1.534018335025422175e-03
-2.842442025370293557e+00,1.603439249724307958e+00,2.493335870334476567e+00,6.999999999999999556e-01,-4.226241984466296182e-03,-2.609064989580467397e-04,-3.906764387324734855e-04,2.956818803368399529e-03
-2.954266451780497516e+00,1.687627411407687461e+00,2.495447440740952594e+00,6.999999999999999556e-01,-4.135182581113594144e-03,-3.927886625110232899e-05,-5.174238084215687650e-05,8.246878110744759738e-04
-3.066048364041358720e+00,1.771917727128690778e+00,2.495445092035804890e+00,6.999999999999999556e-01,-7.911143329435648503e-04,2.116680849306717960e-05,2.437538424371332724e-05,-6.774031032907856797e-05
-3.177797834000492205e+00,1.856247053231558031e+00,2.495219128858887636e+00,6.999999999999999556e-01,2.845976292953457994e-03,5.141252446483335348e-05,6.344728063978344323e-05,-7.763873698940493284e-04
-3.289528668450975246e+00,1.940600053435790784e+00,2.495011936747583814e+00,6.999999999999999556e-01,9.427778548090513452e-03,7.720673578726078290e-05,1.018418517180208482e-04,-1.848317984748160114e-03
-3.401271695852285948e+00,2.024941015834331726e+00,2.495049174472454112e+00,6.999999999999999556e-01,1.360214481677853027e-02,1.118585060224797090e-01,-8.418825655967010491e-02,-2.720428963355558949e-03
-3.401271695852285948e+00,2.024941015834331726e+00,2.495049174472454112e+00,6.999999999999999556e-01,1.760196137059846094e-02,1.389818112427221308e-04,1.827476495832591752e-04,-3.401753515204219980e-03
-3.513024861597419335e+00,2.109267254456575813e+00,2.495167813231368825e+00,6.999999999999999556e-01,1.931911233505955242e-02,4.857557093274067483e-05,7.305247075928278377e-05,-2.946633051702285400e-03
-3.624892848427295533e+00,2.193451297149553003e+00,2.496085002646679207e+00,6.999999999999999556e-01,2.165863968346587801e-02,-4.651395243371325705e-05,-1.103875704329126961e-04,-2.244861807232823026e-03
-3.736952656415801322e+00,2.277322998809850230e+00,2.498171868776139171e+00,6.999999999999999556e-01,2.206219294971800346e-02,-7.801111133787230756e-05,-1.631791956455685977e-04,-1.996141343331370166e-03
-3.849222353197525592e+00,2.360903439467228360e+00,2.500588166022751135e+00,6.999999999999999556e-01,1.374449889394942052e-02,-1.844297629705060615e-04,-3.260816518984022139e-04,5.479531359764422405e-05
-3.961731077586861272e+00,2.444143143245079752e+00,2.503391861115139339e+00,6.999999999999999556e-01,9.733884718562783867e-03,1.125247658585499799e-01,-8.329568343103455064e-02,-1.946776943713146579e-03
-3.961731077586861272e+00,2.444143143245079752e+00,2.503391861115139339e+00,6.999999999999999556e-01,8.876853167623873636e-03,-2.314558495433161056e-04,-3.943446500009883948e-04,1.100180666755878889e-03
-4.074480163169931224e+00,2.527054127662188954e+00,2.506267412415419393e+00,6.999999999999999556e-01,2.278054350231273339e-02,6.472229247656002826e-05,9.859435930259508041e-05,-3.569566023997605697e-03
-4.187287336827791862e+00,2.609977242543253695e+00,2.507253955091884645e+00,6.999999999999999556e-01,2.612837992121798403e-02,1.127128256444009935e-04,1.605863376501481810e-04,-4.383024304708715846e-03
-4.300155828775307221e+00,2.692813113975583317e+00,2.508096606771419879e+00,6.999999999999999556e-01,3.022239940644497538e-02,-6.264099690067581605e-05,-1.704922087317761736e-04,-3.066165795329478527e-03
